제품코드,제품명,성분코드,성분명,1일최대투여량,1일최대 투여기준량,점검기준 성분함량 (총함량),급여구분,공고번호,공고일자
643303830,파로세닌정20밀리그램(파록세틴염산염수화물)_(22.88mg/1정),209302ATB,Paroxetine,파록세틴 60mg,60,20,급여,20210599,2021-12-16
665502531,유니온메토카르바몰주_(0.5g/5mL),192030BIJ,Methocarbamol,메토카르바몰 3g,3000,500,급여,20210599,2021-12-16
625200520,콜레스톱정10mg(로수바스타틴칼슘)_(10.4mg/1정),454001ATB,Rosuvastatin,로수바스타틴 20mg,20,10,급여,20210599,2021-12-16
625200970,콜레스톱정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
664602600,암로사정10밀리그램(암로디핀베실산염)_(13.889mg/1정),107602ATB,Amlodipine,암로디핀 10mg,10,10,급여,20210599,2021-12-16
654700820,케이엠에스아테놀올정50mg_(50mg/1정),111403ATB,Atenolol,아테놀롤 100mg,100,50,급여,20210599,2021-12-16
679800500,아놀정(아테놀롤)_(50mg/1정),111403ATB,Atenolol,아테놀롤 100mg,100,50,급여,20210599,2021-12-16
657500820,엠테놀정(아테놀롤)_(50mg/1정),111403ATB,Atenolol,아테놀롤 100mg,100,50,급여,20210599,2021-12-16
646001290,베테놀정(아테놀롤)_(50mg/1정),111403ATB,Atenolol,아테놀롤 100mg,100,50,급여,20210599,2021-12-16
663601200,아소틴정(아테놀올)_(50mg/1정),111403ATB,Atenolol,아테놀롤 100mg,100,50,급여,20210599,2021-12-16
642102520,트리돌캡슐(트라마돌염산염)_(50mg/1캡슐),242305ACH,Tramadol,트라마돌염산염 400mg,400,50,급여,20210599,2021-12-16
649103500,크레스티브정10/20mg_(1정),640900ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
642104800,로수바미브정10/20밀리그램_(1정),640900ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
642801200,졸피움정(졸피뎀타르타르산염)_(10mg/1정),250501ATB,Zolpidem,졸피뎀타르타르산염 10mg,10,10,급여,20210599,2021-12-16
655402740,사브정2.5밀리그램(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
694001090,크라틴정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
642105000,타가메트정200밀리그램(시메티딘)_(0.2g/1정),133301ATB,Cimetidine,시메티딘 2.4g,2400,200,급여,20210599,2021-12-16
642104990,타가메트정400밀리그램(시메티딘)_(0.4g/1정),133303ATB,Cimetidine,시메티딘 2.4g,2400,400,급여,20210599,2021-12-16
670100100,덱시부정400mg(덱시부프로펜디.씨)_(0.4g/1정),142303ATB,Dexibuprofen,"덱시부프로펜 1,200mg",1200,400,급여,20210599,2021-12-16
53300300,루루카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),480402ACH,Pregabalin,프레가발린 600mg,600,150,급여,20210599,2021-12-16
642105370,유한프레가발린서방정150밀리그램(프레가발린)_(0.15g/1정),480402ATR,Pregabalin,프레가발린 600mg,600,150,급여,20210599,2021-12-16
624200020,카발린CR서방정300밀리그램(프레가발린)_(0.3g/1정),480403ATR,Pregabalin,프레가발린 600mg,600,300,급여,20210599,2021-12-16
646005370,칸데살탄정8밀리그램(칸데사르탄실렉세틸)_(8mg/1정),122601ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,8,급여,20210599,2021-12-16
657203160,아칸데정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),122602ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,16,급여,20210599,2021-12-16
693200680,글로아타정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),122602ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,16,급여,20210599,2021-12-16
640902710,칸데타정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),122602ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,16,급여,20210599,2021-12-16
629701691,아스트리악손주2그램(세프트리악손나트륨수화물)_(2g/1병),128803BIJ,Ceftriaxone,세프트리악손 4g(역가),4000,2000,급여,20210599,2021-12-16
649103580,휴테칸정16mg(칸데사르탄실렉세틸)_(16mg/1정),122602ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,16,급여,20210599,2021-12-16
670304090,에이엠에스정(에스암로디핀베실산염이수화물)_(3.69mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
640903490,에스아로딥정2.5밀리그램(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
622803110,이지텐션정(암로디핀베실산염2.5수화물)_(3.74mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
658203990,노텐션정2.5mg(에스암로디핀베실산염이수화물)_(3.69mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
670501310,암베스크에스정2.5밀리그램(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
649104330,노브디핀에스정2.5mg(에스암로디핀베실산염이수화물)_(3.69mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
55101080,투텐션정2.5mg(에스암로디핀베실산염이수화물)_(3.69mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
641704160,피스타정2밀리그램(피타바스타틴칼슘)_(2mg/1정),470901ATB,Pitavastatin,피타바스타틴칼슘 4mg,4,2,급여,20210599,2021-12-16
669501740,트라비트세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
669501740,트라비트세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
642001070,펜큐어세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
642001070,펜큐어세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
642703040,타라마돌세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
642703040,타라마돌세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
645208780,웰트라세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
645208780,웰트라세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
678601500,굿트라셋세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
678601500,굿트라셋세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
59600100,업트라셋세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
59600100,업트라셋세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
645405800,리박산정20밀리그램(리바록사반)_(20mg/1정),511403ATB,Rivaroxaban,"리바록사반 20mg, 30mg (적응증에 따라 상이)",20,20,급여,20210599,2021-12-16
694001740,렉사스타정5밀리그램(에스시탈로프람옥살산염)_(6.39mg/1정),474801ATB,Escitalopram,에스시탈로프람 20mg,20,5,급여,20210599,2021-12-16
53601170,레보디핀정2.5밀리그램(에스암로디핀베실산염이수화물)_(3.69mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
653103500,비로디정2.5밀리그램(에스암로디핀베실산염이수화물)_(3.69mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
645210190,아모핀에스정2.5밀리그램(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
690302580,라이트암로정2.5밀리그램(에스암로디핀베실산염이수화물)_(3.69mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
646005110,에스메디정(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
648104820,에스암로실정2.5밀리그램(에스암로디핀베실산염이수화물)_(3.69mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
649104340,노브디핀에스정5mg(에스암로디핀베실산염이수화물)_(7.38mg/1정),483202ATB,S-amlodipine,에스암로디핀 5mg,5,5,급여,20210599,2021-12-16
55101090,투텐션정5mg(에스암로디핀베실산염이수화물)_(7.38mg/1정),483202ATB,S-amlodipine,에스암로디핀 5mg,5,5,급여,20210599,2021-12-16
53601180,레보디핀정5밀리그램(에스암로디핀베실산염이수화물)_(7.38mg/1정),483202ATB,S-amlodipine,에스암로디핀 5mg,5,5,급여,20210599,2021-12-16
653103490,비로디정5밀리그램(에스암로디핀베실산염이수화물)_(7.38mg/1정),483202ATB,S-amlodipine,에스암로디핀 5mg,5,5,급여,20210599,2021-12-16
670104670,에스디핀정5밀리그램(에스암로디핀베실산염이수화물)_(7.38mg/1정),483202ATB,S-amlodipine,에스암로디핀 5mg,5,5,급여,20210599,2021-12-16
690302590,라이트암로정5밀리그램(에스암로디핀베실산염이수화물)_(7.38mg/1정),483202ATB,S-amlodipine,에스암로디핀 5mg,5,5,급여,20210599,2021-12-16
648104830,에스암로실정5밀리그램(에스암로디핀베실산염이수화물)_(7.38mg/1정),483202ATB,S-amlodipine,에스암로디핀 5mg,5,5,급여,20210599,2021-12-16
54800090,가바메드캡슐75밀리그램(프레가발린)_(75mg/1캡슐),480401ACH,Pregabalin,프레가발린 600mg,600,75,급여,20210599,2021-12-16
60500030,엘앤씨메가펜정(아세트아미노펜제피세립)_(0.3457g/1정),101404ATB,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,325,급여,20210599,2021-12-16
657203440,케프렙톨서방정750밀리그램(레비티라세탐)_(0.75g/1정),488505ATR,Levetiracetam,"레비티라세탐 3,000mg",3000,750,급여,20210599,2021-12-16
684501030,노통펜프러스미니정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
684501030,노통펜프러스미니정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
665000210,뉴트라셋세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
665000210,뉴트라셋세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
644309670,힐러스정(빌다글립틴)_(50mg/1정),500801ATB,Vildagliptin,빌다글립틴 100mg,100,50,급여,20210599,2021-12-16
678601370,크레로우정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
694002490,대웅피오글리타존정30밀리그램(피오글리타존염산염)_(33.06mg/1정),431902ATB,Pioglitazone,피오글리타존 30mg,30,30,급여,20210599,2021-12-16
643802980,신신메만틴정(메만틴염산염)_(10mg/1정),190001ATB,Memantine,메만틴염산염 20mg,20,8.31,급여,20210599,2021-12-16
642803100,프레가린캡슐25밀리그램(프레가발린)_(25mg/1캡슐),480405ACH,Pregabalin,프레가발린 600mg,600,25,급여,20210599,2021-12-16
647304460,"올메로핀정5/20밀리그램(암로디핀베실산염, 올메사르탄메독소밀)_(1정)",500500ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,20,급여,20210599,2021-12-16
647304450,"올메로핀정5/40밀리그램(암로디핀베실산염, 올메사르탄메독소밀)_(1정)",582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
647304440,"올메로핀정10/40밀리그램(암로디핀베실산염, 올메사르탄메독소밀)_(1정)",582400ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
648504260,하이탑핀정(에스암로디핀니코틴산염)_(3.253mg/1정),486501ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
694001140,베아로탄플러스프로정_(1정),486900ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,100,급여,20210599,2021-12-16
670701630,네비롤정(네비보롤염산염)_(5.45mg/1정),489501ATB,Nebivolol,네비보롤 10mg,10,5,급여,20210599,2021-12-16
642403270,네비올렛정(네비보롤염산염)_(5.45mg/1정),489501ATB,Nebivolol,네비보롤 10mg,10,5,급여,20210599,2021-12-16
653402480,네보트론정(네비보롤염산염)_(5.45mg/1정),489501ATB,Nebivolol,네비보롤 10mg,10,5,급여,20210599,2021-12-16
640007160,카발린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),480401ACH,Pregabalin,프레가발린 600mg,600,75,급여,20210599,2021-12-16
624200030,카발린CR서방정150밀리그램(프레가발린)_(0.15g/1정),480402ATR,Pregabalin,프레가발린 600mg,600,150,급여,20210599,2021-12-16
668903270,젤리프서방정300밀리그램(프레가발린)_(0.3g/1정),480403ATR,Pregabalin,프레가발린 600mg,600,300,급여,20210599,2021-12-16
53600290,뉴암로디프정5밀리그램(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
645209320,아모핀정(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
656701980,노바넬정5밀리그램(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
644603680,아실도핀정5mg(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
628900880,이디핀정(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
649507480,칼브록정5밀리그램(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
642307000,노바로크정(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
689000210,암베스정(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
656204860,노바포스정(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
52400890,로바스크정(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
670501250,암베스크정5mg(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
646004430,"피오엠정15/850밀리그램(피오글리타존염산염,메트포르민염산염)_(1정)",498100ATB,Metformin/Pioglitazone,"메트포르민2,500mg/피오글리타존 30mg",30,15,급여,20210599,2021-12-16
693900320,글루스탑정(피오글리타존염산염)_(16.53mg/1정),431901ATB,Pioglitazone,피오글리타존 30mg,30,15,급여,20210599,2021-12-16
649103570,휴테칸정8mg(칸데사르탄실렉세틸)_(8mg/1정),122601ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,8,급여,20210599,2021-12-16
644004220,데카르탄정8밀리그램(칸데사르탄실렉세틸)_(8mg/1정),122601ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,8,급여,20210599,2021-12-16
657307770,칸데르탄정8밀리그램(칸데사르탄실렉세틸)_(8mg/1정),122601ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,8,급여,20210599,2021-12-16
665002780,칸데탄정8밀리그램(칸데사르탄실렉세틸)_(8mg/1정),122601ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,8,급여,20210599,2021-12-16
642104810,로수바미브정10/5밀리그램_(1정),640700ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
642104820,로수바미브정10/10밀리그램_(1정),640800ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
643203110,동성암로디핀정(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
671806810,리카뉴로서방정150mg(프레가발린)_(0.15g/1정),480402ATR,Pregabalin,프레가발린 600mg,600,150,급여,20210599,2021-12-16
671806820,리카뉴로서방정300mg(프레가발린)_(0.3g/1정),480403ATR,Pregabalin,프레가발린 600mg,600,300,급여,20210599,2021-12-16
649702220,암로다운정5밀리그램(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
53300540,암로디펜정(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
645906290,동광로수바스타틴칼슘정5mg_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
